reference|marque|modele|annee|couleur|carburant|kilometrage|immatriculation|ville|prix|qte_initial
VEH-6886|Mini|Cooper|2020|Blanc nacre|Hybride|126911|50-ALH-306|Le Havre|49748|4
VEH-6887|Dacia|Spring|2015|Blanc nacre|GPL|165586|88-VNG-288|Nantes|39993|5
VEH-6888|Mini|Cooper|2020|Bleu intense|GPL|131883|43-JLV-877|Limoges|15119|3
VEH-6889|Audi|Q5|2025|Noir perla|Diesel|33105|37-JAN-768|Clermont-Ferrand|56093|4
VEH-6890|Dacia|Spring|2021|Blanc nacre|Diesel|86870|33-HNK-978|Martigues|47210|5
VEH-6891|Kia|EV6|2025|Violet royal|Diesel|125949|41-ZMS-154|Villeurbanne|36768|5
VEH-6892|Mercedes|GLC|2024|Gris platine|Hybride|140979|61-KNP-642|Paris|17136|3
VEH-6893|Peugeot|208|2019|Noir perla|Hybride|140908|70-AKV-916|Perpignan|46869|2
VEH-6894|Nissan|Leaf|2022|Beige sable|Electrique|174513|32-MOI-609|Tours|11503|8
VEH-6895|Mercedes|GLC|2018|Violet royal|Diesel|6217|86-OXI-268|Mulhouse|11176|7
VEH-6896|Citroen|C5 Aircross|2021|Violet royal|Diesel|84090|12-VOY-175|Marseille|38371|4
VEH-6897|Ford|Focus|2019|Argent|Essence|141657|65-PZN-400|Bordeaux|48028|5
VEH-6898|Kia|EV6|2016|Vert olive|Diesel|188747|25-LWA-893|Strasbourg|55680|8
VEH-6899|Mini|Cooper|2019|Vert olive|Hybride|73802|27-KBG-430|Bordeaux|8001|5
VEH-6900|Citroen|C4|2023|Vert olive|Diesel|127139|15-ITQ-683|Bordeaux|45588|4
VEH-6901|Mercedes|Classe A|2024|Violet royal|Hybride|60834|82-JPV-184|Nimes|25836|2
VEH-6902|Hyundai|i20|2024|Bleu intense|GPL|121969|37-AHG-232|Dijon|21828|2
VEH-6903|Volkswagen|Passat|2024|Noir perla|Electrique|122364|28-IQF-201|Paris|33838|3
VEH-6904|BMW|Serie 3|2022|Argent|Essence|49828|65-XHN-812|Martigues|25475|4
VEH-6905|Toyota|Yaris Hybrid|2019|Beige sable|Hybride|120073|29-XUE-112|Le Mans|19107|2
VEH-6906|BMW|X3|2015|Argent|Essence|91190|76-WAW-158|Toulon|44022|6
VEH-6907|Volkswagen|T-Roc|2021|Noir perla|Hybride|189138|11-VVX-945|Nantes|52018|6
VEH-6908|Toyota|RAV4|2024|Noir perla|Essence|60712|15-WHG-202|Montpellier|27124|3
VEH-6909|Mercedes|GLA|2023|Rouge flamme|GPL|82438|85-ZPI-250|Dijon|49816|4
VEH-6910|Citroen|C4|2020|Beige sable|Essence|171360|33-AZK-495|Martigues|9369|6
VEH-6911|Audi|Q2|2024|Blanc nacre|Hybride|29329|57-AWP-503|Tours|47636|7
VEH-6912|Dacia|Spring|2023|Violet royal|Hybride|181741|91-EWR-128|Dijon|47303|8
VEH-6913|Seat|Ibiza|2018|Orange fusion|Hybride|193335|72-TUH-467|Valence|41891|3
VEH-6914|Ford|Kuga|2024|Noir perla|Essence|81214|95-OHG-690|Amiens|15707|8
VEH-6915|Ford|Mustang Mach-E|2019|Blanc nacre|GPL|140404|58-MFX-840|Tours|9224|8
VEH-6916|Fiat|600|2016|Vert olive|Diesel|89469|59-QUC-625|Valence|48169|3
VEH-6917|Renault|Scenic E-Tech|2024|Rouge flamme|Essence|199265|77-EIW-839|Aix-en-Provence|52640|4
VEH-6918|Renault|Scenic E-Tech|2022|Noir perla|Diesel|40164|55-YRD-938|Nice|18011|2
VEH-6919|BMW|X1|2021|Bleu intense|Hybride|135661|44-ODQ-505|Brest|39343|6
VEH-6920|Mini|Cooper|2018|Violet royal|Electrique|165570|19-ACW-713|Metz|52758|8
VEH-6921|Audi|A1|2020|Noir perla|Hybride|89227|25-WAA-297|Valence|40873|8
VEH-6922|Opel|Corsa|2017|Blanc nacre|Electrique|82565|13-LUB-240|Hyeres|45025|3
VEH-6923|Nissan|Micra|2017|Noir perla|Essence|161913|81-UHA-715|Angers|47689|5
VEH-6924|Dacia|Spring|2024|Argent|Essence|131207|58-RAW-739|Annecy|39981|4
VEH-6925|Renault|Twingo|2025|Bleu intense|Electrique|79487|24-IZF-851|Reims|13669|3
VEH-6926|Hyundai|i30|2019|Gris platine|Essence|170844|85-RGK-920|Dijon|49676|8
VEH-6927|Citroen|C5 Aircross|2021|Vert olive|Hybride|145380|83-PDA-267|Metz|55645|8
VEH-6928|Fiat|Tipo|2017|Blanc nacre|Diesel|7199|79-RBR-299|Nantes|29364|6
VEH-6929|Kia|Sportage|2022|Violet royal|Electrique|18992|98-KYL-643|Nimes|39893|3
VEH-6930|Audi|A3|2015|Beige sable|Essence|126447|78-TIH-935|Saint-Etienne|43236|2
VEH-6931|Citroen|C3|2018|Gris platine|Electrique|79992|59-PMI-638|Caen|33622|2
VEH-6932|Hyundai|Ioniq 5|2019|Gris platine|Hybride|151673|27-MAL-946|Brest|48485|7
VEH-6933|Opel|Corsa|2021|Rouge flamme|Essence|28875|37-CCH-661|Montpellier|12139|1
VEH-6934|Renault|Captur|2020|Gris platine|Diesel|76863|84-JEC-493|Brest|49956|7
VEH-6935|Hyundai|i30|2025|Bleu intense|GPL|184738|51-CHQ-610|Villeurbanne|58303|7
VEH-6936|Volkswagen|Golf|2025|Orange fusion|Diesel|146587|11-AIJ-785|Nantes|9453|1
VEH-6937|Ford|Kuga|2017|Bleu intense|Essence|178500|98-CYT-560|Bordeaux|36099|5
VEH-6938|Toyota|Aygo X|2021|Beige sable|Hybride|26042|97-CZZ-960|Martigues|46756|3
VEH-6939|Fiat|Tipo|2018|Bleu intense|Hybride|115548|36-TNH-610|Aix-en-Provence|13284|3
VEH-6940|Volkswagen|Passat|2015|Bleu intense|Diesel|67431|34-ZVP-420|Nimes|38925|5
VEH-6941|Volkswagen|Polo|2022|Orange fusion|Essence|169373|22-EYP-615|Clermont-Ferrand|47912|6
VEH-6942|Audi|Q3|2016|Gris platine|Hybride|92789|14-KFX-718|Tours|29821|2
VEH-6943|Nissan|Micra|2020|Vert olive|Hybride|57717|93-CEI-822|Clermont-Ferrand|44080|5
VEH-6944|Ford|Focus|2016|Rouge flamme|GPL|54976|64-JMT-249|Annecy|54636|4
VEH-6945|Mercedes|Classe C|2017|Bleu intense|Hybride|114723|43-EYP-793|Paris|44574|7
VEH-6946|Hyundai|i20|2025|Rouge flamme|Hybride|89428|76-OFY-760|Nice|38847|1
VEH-6947|Fiat|Tipo|2025|Blanc nacre|GPL|29561|88-BPT-220|Rouen|40708|7
VEH-6948|Mini|Cooper|2023|Blanc nacre|Diesel|9233|98-FKZ-463|Nice|37963|1
VEH-6949|Seat|Ateca|2015|Beige sable|GPL|89282|80-NIM-405|Brest|23471|7
VEH-6950|Volkswagen|Tiguan|2019|Blanc nacre|Electrique|37640|63-GPR-569|Nice|42671|6
VEH-6951|Volkswagen|Tiguan|2016|Gris platine|Essence|161933|42-OKI-986|Valence|30891|4
VEH-6952|Nissan|Qashqai|2022|Violet royal|Electrique|97298|11-RSP-725|Mulhouse|20985|8
VEH-6953|Volkswagen|Golf|2023|Orange fusion|GPL|33623|82-WUQ-970|Mulhouse|12169|4
VEH-6954|Kia|Sportage|2021|Gris platine|Essence|121204|45-EXE-354|Brest|58160|7
VEH-6955|Kia|EV6|2023|Beige sable|Electrique|124118|13-FIF-997|Amiens|30616|7
VEH-6956|Volkswagen|Tiguan|2019|Gris platine|Diesel|131938|40-LYO-572|Dijon|8943|7
VEH-6957|Renault|Megane E-Tech|2016|Blanc nacre|Diesel|165925|19-MAU-841|Angers|48464|3
VEH-6958|Hyundai|i20|2020|Argent|Essence|73724|82-TIM-304|Limoges|43537|6
VEH-6959|Seat|Arona|2022|Noir perla|Essence|136742|32-TUG-452|Bordeaux|56568|3
VEH-6960|Ford|Focus|2022|Argent|Electrique|103605|17-FFJ-730|Annecy|16440|4
VEH-6961|Mercedes|GLA|2017|Blanc nacre|Diesel|46979|45-PPS-639|Paris|40583|5
VEH-6962|Citroen|Berlingo|2018|Argent|GPL|65043|89-JWU-109|Hyeres|36236|1
VEH-6963|Fiat|Tipo|2019|Beige sable|Essence|192078|86-BNR-975|Rouen|47903|7
VEH-6964|Mercedes|Classe A|2018|Argent|Diesel|127623|27-EHH-304|Valence|41352|1
VEH-6965|BMW|X3|2023|Vert olive|Diesel|32606|84-HEK-929|Valence|10103|4
VEH-6966|Volkswagen|Golf|2019|Argent|Essence|54722|97-OFW-667|Perpignan|58182|7
VEH-6967|Mercedes|Classe C|2017|Orange fusion|Electrique|26005|29-HXI-757|Martigues|52642|1
VEH-6968|Ford|Focus|2017|Vert olive|Diesel|79409|41-QZB-546|Toulouse|12861|6
VEH-6969|Seat|Ibiza|2016|Vert olive|Electrique|90968|47-LZB-265|Nimes|13363|2
VEH-6970|Nissan|Leaf|2017|Argent|Electrique|189971|42-FNN-630|Nimes|39237|7
VEH-6971|Kia|Sportage|2015|Rouge flamme|Essence|8416|69-RBW-417|Le Havre|49164|5
VEH-6972|Renault|Kadjar|2023|Argent|GPL|89533|77-YSY-349|Strasbourg|17403|4
VEH-6973|Citroen|C5 Aircross|2023|Vert olive|Diesel|104436|29-GMR-440|Toulouse|55775|3
VEH-6974|Mini|Clubman|2018|Beige sable|GPL|152278|85-EQJ-862|Annecy|9678|2
VEH-6975|Renault|Kadjar|2025|Bleu intense|GPL|77713|84-NQF-148|Valence|35219|4
VEH-6976|Mini|Countryman|2021|Bleu intense|Essence|33507|74-BEQ-696|Le Mans|38534|8
VEH-6977|BMW|X3|2024|Rouge flamme|GPL|54529|84-TCL-292|Rennes|48046|5
VEH-6978|Citroen|Berlingo|2016|Rouge flamme|Electrique|90102|64-BBE-755|Montpellier|11903|7
VEH-6979|Dacia|Jogger|2023|Violet royal|Essence|175882|94-EMZ-650|Villeurbanne|9514|1
VEH-6980|Ford|Focus|2017|Beige sable|Hybride|53839|51-VPM-516|Nice|27339|6
VEH-6981|Hyundai|Ioniq 5|2024|Violet royal|GPL|136680|56-UUN-611|Aix-en-Provence|54287|1
VEH-6982|Nissan|Leaf|2021|Violet royal|Diesel|62748|65-NJA-835|Annecy|42229|2
VEH-6983|Audi|A1|2018|Vert olive|Electrique|180658|93-HGE-850|Bordeaux|45551|2
VEH-6984|Ford|Focus|2020|Noir perla|GPL|100106|45-XJK-363|Nice|56810|2
VEH-6985|Kia|Picanto|2024|Rouge flamme|Essence|76323|69-ZWN-396|Toulon|19284|5
VEH-6986|Dacia|Jogger|2020|Beige sable|Hybride|190219|15-DSK-390|Limoges|50454|4
VEH-6987|Seat|Ibiza|2019|Gris platine|Essence|165116|46-KON-284|Villeurbanne|46812|8
VEH-6988|Seat|Ateca|2020|Orange fusion|Essence|108866|92-KQA-599|Mulhouse|35651|1
VEH-6989|Renault|Scenic E-Tech|2017|Beige sable|Hybride|57728|90-TFX-911|Mulhouse|31211|2
VEH-6990|Toyota|Corolla|2017|Argent|GPL|54893|22-NFJ-878|Martigues|39550|4
VEH-6991|Nissan|Qashqai|2020|Vert olive|GPL|78177|57-MHL-228|Marseille|40329|4
VEH-6992|Toyota|C-HR|2022|Rouge flamme|Diesel|73994|56-RXR-468|Dijon|36220|7
VEH-6993|Renault|Kadjar|2020|Vert olive|Essence|108812|81-YXR-346|Lyon|35831|6
VEH-6994|Audi|A1|2024|Beige sable|Essence|86481|57-CTE-535|Metz|10741|7
VEH-6995|Kia|Sportage|2016|Gris platine|Electrique|55204|85-YIW-294|Strasbourg|17394|4
VEH-6996|Dacia|Jogger|2022|Beige sable|Essence|148528|58-RUN-707|Rouen|17741|7
VEH-6997|Volkswagen|Golf|2022|Gris platine|GPL|71189|44-SPC-298|Besancon|33151|5
VEH-6998|Dacia|Jogger|2024|Argent|Hybride|46680|48-JOE-989|Angers|45714|4
VEH-6999|Citroen|C3|2017|Beige sable|Hybride|177650|19-RED-370|Annecy|12473|7
VEH-7000|Seat|Ibiza|2019|Rouge flamme|Diesel|28667|52-ALB-752|Bordeaux|40543|8
VEH-7001|Hyundai|Ioniq 5|2019|Rouge flamme|Hybride|181269|12-KQK-411|Lyon|21782|4
VEH-7002|Peugeot|208|2021|Beige sable|GPL|193571|36-CIC-773|Clermont-Ferrand|59694|8
VEH-7003|Toyota|Corolla|2018|Bleu intense|Hybride|47974|85-HOG-181|Nimes|47973|6
VEH-7004|Seat|Leon|2018|Rouge flamme|Essence|169406|58-XVI-365|Mulhouse|14671|6
VEH-7005|Mini|Clubman|2019|Argent|Hybride|164665|69-JMR-555|Le Havre|34987|7
VEH-7006|Opel|Astra|2021|Argent|Essence|167823|42-FDD-322|Lille|42941|4
VEH-7007|Kia|Ceed|2025|Argent|Diesel|181757|39-ELS-690|Montpellier|23845|4
VEH-7008|Mercedes|GLA|2018|Gris platine|Hybride|109922|51-XGF-153|Rouen|59999|3
VEH-7009|Toyota|Aygo X|2016|Violet royal|Essence|192228|79-LIJ-806|Lyon|59579|2
VEH-7010|Opel|Grandland|2023|Blanc nacre|Essence|139409|68-XPY-479|Annecy|25740|2
VEH-7011|Kia|Niro|2025|Noir perla|GPL|22352|81-ZUG-528|Limoges|55254|3
VEH-7012|Kia|Picanto|2022|Gris platine|Electrique|167654|80-LLA-857|Tours|57371|7
VEH-7013|Peugeot|308|2024|Rouge flamme|Electrique|165067|72-VDF-895|Marseille|53250|7
VEH-7014|Fiat|600|2015|Orange fusion|Diesel|182524|60-ESP-834|Paris|59036|2
VEH-7015|Peugeot|408|2015|Noir perla|GPL|18278|56-QQB-287|Rouen|18461|3
VEH-7016|Mini|Countryman|2021|Vert olive|Electrique|196479|83-UUZ-394|Bordeaux|29995|8
VEH-7017|Audi|A3|2021|Noir perla|GPL|155451|95-DIX-814|Hyeres|15393|4
VEH-7018|Seat|Ibiza|2024|Beige sable|Diesel|125829|94-EVB-236|Brest|40573|4
VEH-7019|Ford|Kuga|2024|Orange fusion|Diesel|60694|66-WNP-856|Martigues|45449|5
VEH-7020|Opel|Astra|2021|Violet royal|Hybride|145614|63-IOO-285|Grenoble|46439|7
VEH-7021|Volkswagen|ID.3|2020|Gris platine|Essence|117962|96-ATZ-934|Brest|36092|6
VEH-7022|Peugeot|208|2025|Noir perla|Diesel|187119|10-LCS-806|Bordeaux|19158|5
VEH-7023|Hyundai|i20|2017|Noir perla|Electrique|72998|96-HWZ-295|Grenoble|16973|6
VEH-7024|Fiat|500|2024|Gris platine|GPL|147794|12-NSY-788|Saint-Etienne|52434|1
VEH-7025|Kia|Niro|2020|Orange fusion|GPL|32422|58-SYI-697|Perpignan|9128|1
VEH-7026|Audi|Q5|2018|Rouge flamme|Electrique|195242|62-LHO-211|Mulhouse|55878|5
VEH-7027|Opel|Corsa|2025|Bleu intense|Hybride|198235|96-BOY-475|Annecy|34585|4
VEH-7028|Citroen|Berlingo|2020|Argent|Hybride|175937|23-QDB-544|Saint-Etienne|45402|6
VEH-7029|Ford|Fiesta|2019|Noir perla|Hybride|157086|19-AIK-779|Saint-Etienne|46162|1
VEH-7030|Volkswagen|Polo|2018|Argent|Diesel|143811|79-URR-203|Aix-en-Provence|24858|8
VEH-7031|Audi|A3|2024|Bleu intense|Electrique|143548|23-HOX-153|Reims|19285|5
VEH-7032|Hyundai|i30|2016|Beige sable|Diesel|134842|40-FOE-859|Reims|12386|4
VEH-7033|Opel|Mokka|2024|Rouge flamme|Diesel|73896|18-AKI-259|Rennes|47111|2
VEH-7034|Kia|EV6|2017|Beige sable|GPL|169106|55-UBA-493|Lyon|23333|2
VEH-7035|Dacia|Sandero|2016|Gris platine|Electrique|13647|94-ALK-540|Angers|29046|2
VEH-7036|Mini|Countryman|2017|Blanc nacre|GPL|168439|70-MEK-446|Brest|29561|8
VEH-7037|Kia|Niro|2016|Beige sable|Hybride|45342|43-UQD-332|Perpignan|29970|5
VEH-7038|Mercedes|GLC|2022|Blanc nacre|Diesel|192710|65-KQV-560|Villeurbanne|21281|8
VEH-7039|Renault|Clio V|2015|Rouge flamme|Electrique|194838|47-KTR-630|Lyon|42912|8
VEH-7040|Audi|Q2|2021|Bleu intense|Essence|48385|67-VHN-190|Reims|22365|8
VEH-7041|Volkswagen|T-Roc|2015|Orange fusion|Electrique|180100|42-UKB-149|Perpignan|38578|8
VEH-7042|Dacia|Spring|2020|Gris platine|Essence|133216|51-AUX-813|Brest|9541|2
VEH-7043|Opel|Grandland|2016|Orange fusion|Diesel|66373|65-BJE-782|Grenoble|9997|6
VEH-7044|Dacia|Jogger|2022|Argent|Electrique|80296|10-IGK-512|Annecy|23397|5
VEH-7045|Seat|Ateca|2022|Violet royal|GPL|74253|11-VQY-568|Paris|43475|8
VEH-7046|Fiat|Tipo|2018|Argent|Electrique|101725|67-EWF-316|Rennes|37514|1
VEH-7047|Dacia|Sandero|2020|Rouge flamme|Diesel|33234|74-TPB-972|Paris|48426|1
VEH-7048|Kia|Picanto|2022|Vert olive|Essence|140226|68-FUI-642|Rennes|9975|4
VEH-7049|Citroen|C4|2024|Noir perla|Hybride|147585|83-JYI-792|Amiens|40084|3
VEH-7050|Peugeot|208|2024|Argent|Electrique|59714|91-NBP-695|Dijon|44571|2
VEH-7051|Mercedes|Classe A|2024|Rouge flamme|Hybride|192476|59-FIU-539|Le Havre|30239|4
VEH-7052|BMW|Serie 3|2017|Orange fusion|Electrique|58318|32-KSO-447|Rennes|46435|1
VEH-7053|Dacia|Spring|2021|Rouge flamme|Hybride|97829|81-VLO-422|Bordeaux|15182|2
VEH-7054|Renault|Clio V|2018|Argent|GPL|154850|19-WNQ-884|Le Havre|33292|8
VEH-7055|Renault|Captur|2016|Gris platine|Essence|112245|44-QDR-429|Annecy|16763|7
VEH-7056|Audi|Q3|2016|Orange fusion|Hybride|35496|35-WPS-394|Saint-Etienne|38450|6
VEH-7057|Kia|Ceed|2023|Vert olive|Electrique|199951|18-FFK-930|Toulouse|31515|1
VEH-7058|Fiat|Panda|2018|Gris platine|Electrique|168462|27-XRN-994|Tours|28152|2
VEH-7059|Fiat|Tipo|2025|Violet royal|Diesel|137816|37-GMW-562|Clermont-Ferrand|20469|4
VEH-7060|BMW|Serie 3|2018|Rouge flamme|Hybride|105619|76-RNH-700|Aix-en-Provence|43803|7
VEH-7061|Peugeot|408|2020|Blanc nacre|Diesel|183397|82-ATJ-760|Rouen|47743|1
VEH-7062|Hyundai|i20|2018|Beige sable|Essence|129590|87-UUQ-843|Toulon|32806|3
VEH-7063|Mercedes|GLA|2017|Blanc nacre|Electrique|112093|30-LHI-121|Toulouse|50298|2
VEH-7064|Audi|Q3|2018|Orange fusion|GPL|183763|45-CBI-846|Le Mans|27542|2
VEH-7065|Opel|Corsa|2020|Vert olive|Essence|38412|63-TKS-850|Reims|47226|3
VEH-7066|Mini|Countryman|2015|Rouge flamme|Essence|5996|68-NGG-235|Toulouse|23705|1
VEH-7067|Mercedes|GLC|2019|Bleu intense|GPL|179848|91-LVN-287|Grenoble|41609|6
VEH-7068|Fiat|Panda|2018|Beige sable|Essence|26649|81-KYS-727|Le Havre|24088|1
VEH-7069|Nissan|Qashqai|2024|Violet royal|Electrique|52724|87-VFE-810|Bordeaux|36941|6
VEH-7070|Dacia|Sandero|2017|Orange fusion|Hybride|44684|57-ZVJ-808|Strasbourg|39866|4
VEH-7071|Renault|Scenic E-Tech|2024|Argent|Essence|136894|74-UQE-919|Besancon|30411|1
VEH-7072|Seat|Ateca|2020|Vert olive|Essence|39559|99-OMN-429|Besancon|29539|8
VEH-7073|Nissan|Juke|2020|Blanc nacre|GPL|151654|97-DTU-220|Amiens|29327|3
VEH-7074|Peugeot|208|2016|Bleu intense|Essence|101859|12-ZOK-596|Amiens|24087|1
VEH-7075|Renault|Scenic E-Tech|2016|Noir perla|Hybride|143859|81-RWJ-771|Lille|8508|1
VEH-7076|Volkswagen|Polo|2016|Orange fusion|Electrique|80016|48-ACL-690|Annecy|17814|3
VEH-7077|Volkswagen|T-Roc|2022|Violet royal|Essence|33519|94-WJC-330|Mulhouse|11723|3
VEH-7078|Audi|Q5|2024|Beige sable|Essence|40299|83-KTZ-542|Le Mans|51703|1
VEH-7079|Peugeot|308|2024|Violet royal|Hybride|190815|81-IHN-772|Perpignan|44454|6
VEH-7080|Dacia|Duster|2019|Vert olive|Diesel|125297|27-ZHM-851|Aix-en-Provence|22370|4
VEH-7081|Renault|Scenic E-Tech|2015|Bleu intense|Hybride|82649|55-UKN-616|Aix-en-Provence|45745|3
VEH-7082|BMW|X3|2022|Noir perla|Hybride|129860|21-QJG-603|Marseille|9122|5
VEH-7083|Citroen|C5 Aircross|2019|Bleu intense|Essence|33496|30-NSR-654|Clermont-Ferrand|11580|8
VEH-7084|Mercedes|Classe C|2023|Rouge flamme|Electrique|31188|77-OPP-936|Dijon|19446|2
VEH-7085|Ford|Kuga|2015|Blanc nacre|GPL|75031|82-WIK-756|Lyon|21064|4
VEH-7086|Kia|Picanto|2015|Gris platine|Diesel|58533|19-BCW-277|Valence|31220|8
VEH-7087|Citroen|C3|2016|Gris platine|Essence|196678|59-BIT-157|Bordeaux|22947|5
VEH-7088|Hyundai|i30|2015|Vert olive|Hybride|131379|29-PCH-302|Reims|38984|1
VEH-7089|Renault|Arkana|2021|Bleu intense|Hybride|112915|52-QOC-651|Amiens|32390|5
VEH-7090|BMW|Serie 3|2020|Rouge flamme|Diesel|197871|40-AUZ-960|Annecy|53624|7
VEH-7091|Nissan|Juke|2015|Bleu intense|Electrique|97672|14-EIG-465|Rennes|16907|2
VEH-7092|Kia|Picanto|2022|Vert olive|Electrique|44573|89-SRB-858|Besancon|28899|2
VEH-7093|Dacia|Sandero|2022|Rouge flamme|Electrique|99831|55-QTN-106|Besancon|54261|5
VEH-7094|Citroen|Berlingo|2019|Bleu intense|GPL|40915|62-JRI-262|Aix-en-Provence|39543|6
VEH-7095|Volkswagen|ID.3|2022|Rouge flamme|Diesel|103758|52-EJX-808|Martigues|50842|8
VEH-7096|Peugeot|308|2023|Orange fusion|Hybride|12502|12-WSV-740|Nimes|58555|7
VEH-7097|Citroen|C4|2024|Gris platine|Diesel|36191|10-LLL-656|Caen|28245|3
VEH-7098|Hyundai|i30|2021|Rouge flamme|GPL|22737|50-PMZ-410|Marseille|38562|8
VEH-7099|Toyota|C-HR|2018|Noir perla|Hybride|118253|71-VXY-300|Nantes|47036|6
VEH-7100|Ford|Fiesta|2025|Vert olive|Electrique|6747|16-KQT-591|Besancon|16021|5
VEH-7101|Hyundai|Tucson|2020|Beige sable|Hybride|33202|27-OFK-211|Rennes|47722|4
VEH-7102|Kia|Sportage|2024|Vert olive|Hybride|182345|52-TLB-178|Nantes|58107|3
VEH-7103|Opel|Grandland|2017|Orange fusion|Hybride|113933|57-JXA-184|Saint-Etienne|54482|7
VEH-7104|Nissan|Leaf|2023|Bleu intense|Electrique|62076|42-WFT-564|Le Havre|17998|4
VEH-7105|Renault|Kadjar|2023|Blanc nacre|Electrique|144175|57-CVT-682|Paris|14782|5
VEH-7106|Seat|Ibiza|2016|Beige sable|GPL|66272|24-HFY-233|Brest|19138|6
VEH-7107|Nissan|Micra|2021|Blanc nacre|GPL|189803|97-SDW-102|Nantes|27886|7
VEH-7108|Fiat|Panda|2023|Violet royal|Hybride|5087|41-GIH-641|Lille|35105|6
VEH-7109|Nissan|Juke|2023|Bleu intense|GPL|146360|97-ENZ-493|Limoges|13495|7
VEH-7110|Renault|Megane E-Tech|2018|Violet royal|GPL|25896|13-GEV-783|Grenoble|13085|3
VEH-7111|Citroen|C5 Aircross|2023|Violet royal|Diesel|142198|53-DDG-445|Rouen|52778|5
VEH-7112|Ford|Focus|2017|Beige sable|GPL|127654|31-JPJ-256|Metz|53848|5
VEH-7113|Opel|Mokka|2022|Blanc nacre|Electrique|88776|41-SGW-152|Montpellier|51921|8
VEH-7114|Kia|Sportage|2022|Noir perla|Electrique|185080|93-ARN-384|Grenoble|16705|3
VEH-7115|Kia|Sportage|2018|Vert olive|GPL|110362|24-MIO-304|Annecy|36249|1
VEH-7116|Audi|A1|2015|Bleu intense|Essence|162992|98-ILH-176|Villeurbanne|23976|3
VEH-7117|Seat|Arona|2018|Bleu intense|Hybride|71878|85-UDN-930|Dijon|31367|2
VEH-7118|Peugeot|308|2015|Rouge flamme|Essence|180531|85-NGQ-155|Martigues|55982|3
VEH-7119|Mercedes|GLC|2021|Gris platine|Diesel|167466|36-JAI-822|Reims|52203|3
VEH-7120|Dacia|Jogger|2025|Beige sable|Hybride|55686|92-GHZ-708|Martigues|59784|6
VEH-7121|Nissan|Juke|2021|Bleu intense|Hybride|103526|83-KHD-672|Nimes|37966|3
VEH-7122|Fiat|Panda|2016|Blanc nacre|GPL|10887|61-VUD-658|Rennes|32925|7
VEH-7123|Mercedes|Classe A|2019|Beige sable|Electrique|191295|88-DHD-990|Tours|47989|7
VEH-7124|BMW|X3|2021|Vert olive|Essence|147423|31-EEO-124|Nantes|30596|7
VEH-7125|Hyundai|i20|2020|Beige sable|Essence|142031|46-BNE-115|Caen|19972|7
VEH-7126|Mercedes|GLC|2016|Beige sable|Essence|44156|88-TGF-120|Le Mans|47470|2
VEH-7127|Ford|Focus|2019|Blanc nacre|Electrique|144126|67-PYJ-669|Toulon|39087|6
VEH-7128|Fiat|500|2021|Violet royal|Essence|165409|68-MMU-684|Bordeaux|43178|3
VEH-7129|Toyota|Aygo X|2023|Rouge flamme|Essence|133825|61-SFU-962|Rennes|51273|1
VEH-7130|Citroen|C4|2020|Bleu intense|Essence|154896|97-NUK-989|Saint-Etienne|26424|1
VEH-7131|Toyota|C-HR|2025|Beige sable|Essence|99790|27-ZEA-274|Angers|28377|7
VEH-7132|Seat|Ateca|2024|Beige sable|Electrique|186190|57-EXL-594|Nantes|40157|7
VEH-7133|Fiat|Panda|2018|Bleu intense|Diesel|77190|73-SMA-955|Nimes|22964|8
VEH-7134|Seat|Ibiza|2016|Blanc nacre|Electrique|60437|10-MYH-607|Dijon|20262|2
VEH-7135|Renault|Twingo|2015|Noir perla|Electrique|166629|54-RGS-845|Aix-en-Provence|53123|1
VEH-7136|Nissan|Leaf|2024|Beige sable|Diesel|74428|87-GJA-274|Clermont-Ferrand|25070|6
VEH-7137|Toyota|Aygo X|2020|Noir perla|Hybride|13495|33-VQO-224|Reims|34059|8
VEH-7138|Mini|Countryman|2015|Vert olive|Electrique|104085|55-GBP-642|Valence|50547|7
VEH-7139|Opel|Grandland|2020|Bleu intense|Hybride|173201|58-BYB-394|Marseille|54754|1
VEH-7140|Fiat|Panda|2018|Vert olive|Hybride|16453|53-BZB-454|Nimes|43503|4
VEH-7141|Kia|Niro|2016|Rouge flamme|Hybride|32983|33-IYM-206|Besancon|18603|2
VEH-7142|Toyota|Aygo X|2019|Noir perla|Essence|20363|79-FRS-723|Caen|18454|7
VEH-7143|Dacia|Sandero|2018|Orange fusion|Diesel|20883|15-PCS-995|Amiens|34605|8
VEH-7144|Renault|Scenic E-Tech|2017|Bleu intense|Electrique|5377|24-MIX-983|Le Mans|36225|7
VEH-7145|Renault|Clio V|2021|Noir perla|Electrique|183514|95-PDK-492|Reims|30981|4
VEH-7146|Renault|Captur|2020|Vert olive|Hybride|49311|43-FCO-211|Bordeaux|35315|3
VEH-7147|Renault|Twingo|2024|Orange fusion|Diesel|61795|83-QJD-559|Toulouse|38710|8
VEH-7148|Volkswagen|Golf|2019|Orange fusion|Essence|198875|38-OKE-902|Hyeres|42487|2
VEH-7149|Hyundai|Ioniq 5|2024|Beige sable|Essence|81498|46-POH-775|Tours|37434|1
VEH-7150|Ford|Focus|2021|Rouge flamme|Essence|62277|94-MBS-470|Amiens|59426|6
VEH-7151|Nissan|Micra|2023|Gris platine|Hybride|49064|65-GAU-199|Nice|32403|6
